,Catégorie,Produit,Prix Habituel,Prix,Description
519, Home & Living   Pembasmi Kuman & Pewangi   Lotion Anti Serangga , Autan Lotion Anti Nyamuk Sakura 50Ml,Rp 10.600,Rp7.200,"CARA PENGGUNAAN :
Oleskan Autan secara merata pada bagian tubuh yang ingin dilindungi terhadap nyamuk Aedes aegypti dan Culex quinquefasciatus, seperti tangan dan kaki.

CARA PENYIMPANAN :
""Simpan ditempat yang aman dan jauh dari jangkauan anak-anak.

PERHATIAN :
Hindari terkena mata, selaput lendir lainnya, mulut, serta kulit yang terluka. Hindari pemakaian pada anak dibawah 7 tahun.

PLU :
20106983"
520, Ibu & Anak   Makanan & Susu Bayi   Susu Balita , S-26 Promise Susu Bubuk Pertumbuhan 4 Vanilla 1.4kg,Rp 269.500,Rp260.000,"KOMPOSISI :
Susu bubuk tanpa lemak , laktosa , minyak - minyak nabati , konsentrat whey protein susu , maltodekstrin , oligofruktosa , 13 mineral , pengemulsi ( lesitin kedelai , monogliserida ) , vitamin , asam lemak tak jenuh ganda rantai panjang berasal dari sel tunggal ( asam arakhidonat ( AA ) , asam dokosaheksaenoat ( DHA ) ) mengandung antioksidan ( konsentrat campuran tokoferol , askorbil palmitat ) , perisa sintetik ( etil vanilin ) , pengatur keasaman ( asam sitrat ) , antioksidan , lutein .

OTHER DETAILS :
S-26 Promise Tahap 4 Box dengan Nutrissentials, susu bubuk untuk anak usia 3-12 tahun dengan rasa vanilla yang lezat.

PLU :
20107096"
521, Ibu & Anak   Makanan & Susu Bayi   Susu Balita , S-26 Promise Gold Susu Bubuk Pertumbuhan 4 Vanilla 1.6kg,Rp 429.000,Rp398.000,"KOMPOSISI :
Susu bubuk tanpa lemak , laktosa , minyak - minyak nabati ( kedelai , oleat bunga matahari , kelapa sawit , oleat safflower ) mengandung antioksidan (tokoferol ) , konsentrat whey protein susu dengan alfa-laktalbumin , maltodekstrin , oligofruktosa , 16 mineral , pengemulsi , minyak ikan ( sumber DHA ) mengandung antioksi dan ( tokoferol ) , vitamin , pengatur keasaman , taurin , perisa sintetik , asam lemak tak jenuh ganda rantai panjang berasal dari sel tunggal , 5 nukleotida , lutein.

OTHER DETAILS :
S-26 Promise gold adalah susu pertumbuhan dengan rasa yang lezat kini dengan Nutrissentials, nutrisi menyeluruh yang terdiri nutrisi essensial dan nutrisi penting lainnya sesuai dengan usia dan tumbuh kembang si kecil,dengan protein,dan tinggi Kalsium.

PLU :
20107094"
522, Ibu & Anak   Makanan & Susu Bayi   Susu Balita , S-26 Procal Susu Bubuk Pertumbuhan 3 Vanilla 1.4kg,Rp 307.700,Rp280.000,"KOMPOSISI :
Laktosa , susu bubuk tanpa lemak , minyak nabati ( kedelai , oleat bunga matahari , kelapa sawit ) mengandung antioksidan ( askorbil palmitat ) , konsentrat whey protein , maltodekstrin , oligofruktosa , 14 mineral , pengemulsi ( lesitin kedelai , monogliserida ) , vitamin , asam lemak tak jenuh ganda rantai panjang berasal dari sel tunggal ( asam arakhidonat ( AA ) , asam dokosaheksaenoat ( DHA ) ) mengandung antioksidan , perisa sintetik , pengatur keasaman , 5 nukleotida.

OTHER DETAILS :
Selain ASI, anak Anda juga membutuhkan susu formula sebagai tambahan makanan untuk membantu pertumbuhannya dan melengkapi nutrisinya. S-26 Procal menghadirkan susu formula untuk anak Anda yang berusia 1-3 tahun. Susu ini diformulasikan dengan komposisi gizi yang membantu perkembangannya.

PLU :
20107095"
523, Kesehatan & Kecantikan   Kesehatan   Masker   Masker Sekali Pakai , Thankful Earloop Daily Face Mask 5'S,Rp 10.900,Rp9.900,"PLU :
20106810"
524, Kesehatan & Kecantikan   Kesehatan   Masker   Masker Sekali Pakai , Thankful Earloop Daily Face Mask 5'S Kids,Rp 10.900,Rp9.900,"PLU :
20106809"
525, Kesehatan & Kecantikan   Kosmetik   Wajah , Maybelline Foundation Fit Me Matte+Poreless 120 Classic Ivo 5Ml,,Rp24.500,"CARA PENGGUNAAN :
Gunakan secara merata pada bagian wajah dan leher dengan menggunakan tangan atau brush

OTHER DETAILS :
Formula ringan fit untuk dipakai sehari-hari. Tahan lama dan tersedia dalam 16 shades. Mampu meratakan tekstur wajah untuk jenis kulit normal cenderung berminyak

PLU :
20106548"
526, Kesehatan & Kecantikan   Kosmetik   Wajah , Maybelline Foundation Fit Me Matte+Poreless 230 Natural Buff 5Ml,,Rp24.500,"CARA PENGGUNAAN :
Gunakan secara merata pada bagian wajah dan leher dengan menggunakan tangan atau brush

OTHER DETAILS :
Formula ringan fit untuk dipakai sehari-hari. Tahan lama dan tersedia dalam 16 shades. Mampu meratakan tekstur wajah untuk jenis kulit normal cenderung berminyak

PLU :
20106551"
527, Kesehatan & Kecantikan   Kosmetik   Wajah , Maybelline Foundation Fit Me Matte+Poreless 220 Natural Beige 5Ml,,Rp24.500,"CARA PENGGUNAAN :
Gunakan secara merata pada bagian wajah dan leher dengan menggunakan tangan atau brush

OTHER DETAILS :
Formula ringan fit untuk dipakai sehari-hari. Tahan lama dan tersedia dalam 16 shades. Mampu meratakan tekstur wajah untuk jenis kulit normal cenderung berminyak

PLU :
20106550"
528, Kesehatan & Kecantikan   Kosmetik   Wajah , Maybelline Foundation Fit Me Matte+Poreless 128 Warm Nude 5Ml,,Rp24.500,"CARA PENGGUNAAN :
Gunakan secara merata pada bagian wajah dan leher dengan menggunakan tangan atau brush

OTHER DETAILS :
Formula ringan fit untuk dipakai sehari-hari. Tahan lama dan tersedia dalam 16 shades. Mampu meratakan tekstur wajah untuk jenis kulit normal cenderung berminyak

PLU :
20106549"
529, Makanan   Bahan Masakan   Bumbu Masak , Bango Bumbu Nasi Kuning Khas Manado 35G,Rp 6.500,Rp5.000,"OTHER DETAILS :
Nasi Kuning Manado adalah sajian legendaris yang berasal dari Sulawesi Utara. Sajian nasi ini memiliki cita rasa yang khas dan aromatik, berkat perpaduan santan, bumbu, serai dan pandan. Cocok disajikan saat sarapan dan dilengkapi dengan lauk seperti ikan cakalang dan sambal.

PLU :
20106535"
530, Makanan   Bahan Masakan   Bumbu Masak , Bango Bumbu Mi Goreng Aceh 25G,Rp 6.500,Rp5.000,"OTHER DETAILS :
Mi Goreng Aceh adalah sajian legendaris khas Aceh yang bercita rasa kari. Rasanya sangat khas dan pekat, tercipta atas perpaduan bumbu serta rempah seperti jintan, kapulaga, sentuhan ebi, dan gurihnya kecap manis. Cocok disajikan untuk menemani makan malam bersama keluarga.

PLU :
20106533"
531, Makanan   Bahan Masakan   Bumbu Masak , Bango Bumbu Tongseng Khas Solo 50G,Rp 6.500,Rp5.000,"OTHER DETAILS :
Bercita rasa manis dan gurih berkat perpaduan bumbu dan rempah seperti ketumbar, jintan, pala, dan serai serta dilengkapi dengan gurihnya kecap manis

PLU :
20106534"
532," Makanan   Bahan Masakan   Bumbu Masak   Bahan kue, Puding & Agar Agar ", Silky Pudding Puding Bubuk Chocolate 155G,Rp 17.100,Rp13.800,"CARA PENGGUNAAN :
1. Tuangkan silky pudding pada panci, tambahkan air 700ml. 2. Masak sambil diaduk hingga mendidih. 3. Tuangkan kedalam gelas-gelas kecil dan dinginkan. 4. Silky pudding siap dinikmati.

KOMPOSISI :
Gula, susu skim bubuk, karagenan, krimer nabati, kakao bubuk (11%)

PLU :
20106841"
533," Makanan   Bahan Masakan   Bumbu Masak   Bahan kue, Puding & Agar Agar ", Silky Pudding Puding Bubuk Avocado 155G,Rp 17.100,Rp13.800,"CARA PENGGUNAAN :
1. Tuangkan silky pudding pada panci, tambahkan air 700ml. 2. Masak sambil diaduk hingga mendidih. 3. Tuangkan kedalam gelas-gelas kecil dan dinginkan. 4. Silky pudding siap dinikmati.

KOMPOSISI :
Gula, susu skim bubuk, karagenan, krimer nabati, ekstrak alpukat (1.5%), perisa sintetik alpukat, pewarna makanan (tartrazin CI 19140, biru berlian FCF CI 42090)

PLU :
20106843"
534, Kesehatan & Kecantikan   Perawatan Badan   Badan   Cologne & Parfum , Evangeline Eau De Parfum Rania 100Ml,Rp 40.300,Rp33.300,"PLU :
20106858"
535, Kesehatan & Kecantikan   Perawatan Badan   Tangan   Hand Sanitizer , Instance Hand Sanitizer Liquid Spray 100Ml,,Rp12.900,"PLU :
20106554"
536, Kesehatan & Kecantikan   Perawatan Rambut   Shampoo , Safi Hair Xpert Shampoo Hair Fall Treat 160Ml,Rp 25.500,Rp17.200,"PLU :
20106539"
537, Makanan   Bahan Masakan   Bumbu Masak   Garam & Bumbu   Bumbu Instan , Koepoe Koepoe Bawang Putih Bubuk 64G,Rp 10.000,Rp9.000,"KOMPOSISI :
Bawang Putih

PLU :
20106043"
538, Makanan   Bahan Kue   Lainnya , Koepoe Koepoe Kayumanis Bubuk 35G,Rp 7.400,Rp6.700,"KOMPOSISI :
Kayu Manis

PLU :
20106041"
539, Makanan   Bahan Kue   Perisa , Koepoe Koepoe Perisa Vanilla Crystal 20G,Rp 7.900,Rp6.400,"CARA PENGGUNAAN :
0.5 - 2% dari total adonan kue ( sdt untuk 500gr adonan )

KOMPOSISI :
Maltodekstrin, Perisa Artifisial, Vanilla, Ethyl Vanilla, Anti kempal Silikon Dioksida

PLU :
20096133"
540, Makanan   Bahan Kue   Topping & Hiasan Kue , Koepoe-Koepoe Pasta Mocca 60Ml,Rp 10.900,Rp5.300,"CARA PENGGUNAAN :
1 Sdt ( 5gr ) dalam 300gr adonan

KOMPOSISI :
Glukosa, Sorbitol, Perisa, Air, Propilem Glikol Pewarna

PLU :
10036841"
541, Makanan   Cemilan & Biskuit   Keripik , Qtela Keripik Singkong Original 180G,,Rp15.000,"KOMPOSISI :
Kentang, minyak kelapa sawit (mengandung antioksidan TBHQ), amonium bikarbonat

PLU :
20012680"
542, Ibu & Anak   Popok Bayi   Size M , Mamy Poko Baby Diapers X-Tra Kering 40'S Medium,Rp 70.900,Rp58.700,"PLU :
20106152"
543, Ibu & Anak   Popok Bayi   New Born , Mamy Poko Baby Diapers X-Tra Kering Tipe Perekat Nb 44'S,,Rp58.900,"PLU :
20106150"
544, Kesehatan & Kecantikan   Perawatan Diri   Kesehatan Kewanitaan   Pembalut , Softex Pembalut Daun Sirih 30'S Wing 23Cm,Rp 21.500,Rp20.500,"PLU :
20106051"
545, Kesehatan & Kecantikan   Kosmetik   Wajah   Pembersih , Ariul Smooth & Pure Cleansing Foam 50Ml,Rp 30.300,Rp15.150,"PLU :
20105711"
546, Kesehatan & Kecantikan   Kesehatan   Antiseptik & Sanitasi   Hand Sanitizer , Vivelle Hand Sanitizer Aloe Vera 105Ml,Rp 23.900,Rp15.900,"PLU :
20105806"
547, Kesehatan & Kecantikan   Kesehatan   Antiseptik & Sanitasi   Hand Wash , Vivelle Hand Soap Antibacterial Lemonade 200Ml,Rp 12.800,Rp10.900,"PLU :
20105805"
548, Kesehatan & Kecantikan   Perawatan Badan   Badan   Lotion , Mediheal Aloe Vera Hydrogel 300Ml,Rp 66.500,Rp49.700,"PLU :
20105496"
549, Kesehatan & Kecantikan   Kosmetik   Wajah   Serum , Garnier Eye Serum Mask Hydra Bomb Coconut 6G,Rp 18.800,Rp14.900,"OTHER DETAILS :
Masker mata pertama yang mampu mencerahkan dan menyamarkan kantung mata dan lingkaran hitam.

PLU :
20105697"
550, Kesehatan & Kecantikan   Kosmetik   Wajah   Serum , Garnier Booster Serum Sakura White Hyaluron 7.5Ml,,Rp21.200,"KOMPOSISI :
AQUA/WATER, BUTYLENEGLYCOL, PEG/PPG/POLYBUTYLENEGLYCOL - 8/5/3 GLYCERIN, NIACINAMIDE, GLYCERIN, METHYL GLUCETH-20, Cl 14700/RED 4, CARBOMER, TRIETHANOLAMINE, PARFUM/FRAGRANCE, SODIUM HYALURONATE, PHENOXYETHANOL, PRUNUS YEDOENSIS LEAF EXTRACT, LIMONENE, CAPRYLGLYCOL, CITRONELLOL, BIOSACCHARIDE GUM-1, POLYSORBATE 20, HEXYL CINNAMAL. (F.I.L. C246248/1).

OTHER DETAILS :
30X Hyaluron untuk melembapkan dengan intensif. Ekstrak Sakura untuk kulit tampak lebih cerah

PLU :
20105060"
551, Makanan   Western Food   Cooking Oil , Bertolli Olive Oil Extra Light 250mL,Rp 46.300,Rp41.500,"OTHER DETAILS :
Minyak Zaitun adalah minyak cair yang diperoleh dari buah Zaitun. Minyak diproduksi dengan cara memeras seluruh buah zaitun. Minyak zaitun biasa digunakan dalam memasak, baik untuk menggoreng atau sebagai saus salad.

PLU :
10025196"
552, Makanan   Western Food   Cooking Oil , Bertolli Olive Oil Extra Virgin 250mL,Rp 47.300,Rp42.500,"OTHER DETAILS :
Minyak Zaitun adalah minyak cair yang diperoleh dari buah Zaitun. Minyak diproduksi dengan cara memeras seluruh buah zaitun. Minyak zaitun biasa digunakan dalam memasak, baik untuk menggoreng atau sebagai saus salad.

PLU :
10006782"
553, Kesehatan & Kecantikan   Kosmetik   Wajah   Masker , Garnier Eye Serum Mask Hydra Bomb Orange 6G,Rp 18.800,Rp14.900,"KOMPOSISI :
INGREDIENTS/BAHAN-BAHAN: AQUA / WATER, PROPYLENE GLYCOL, GLYCERIN, CAMELLIA SINENSIS LEAF EXTRACT, PVM/MA COPOLYMER, POTASSIUM HYDROXIDE, GLYCERYL ACRYLATE/ACRYLIC ACID COPOLYMER, SODIUM HYALURONATE, P-ANISIC ACID, MANNOSE DIPOTASSIUM GLYCYRRHIZATE, HYDROGENATED STARCH HYDROLYSATE, HYDROXYACETOPHENONE,

OTHER DETAILS :
Masker mata pertama yang mampu mencerahkan dan menyamarkan kantung mata dan lingkaran hitam.

PLU :
20105062"
554, Kesehatan & Kecantikan   Perawatan Badan   Badan   Sabun Cair , Lifebuoy Sabun Mandi Cair Refill Yoghurt Care 450Ml,,Rp36.500,"PLU :
20105340"
555, Kesehatan & Kecantikan   Perawatan Diri   Popok Dewasa , Confidence Adult Pants 10+2'S M,Rp 76.900,Rp72.500,"PLU :
20105501"
556, Kesehatan & Kecantikan   Perawatan Diri   Popok Dewasa , Confidence Adult Pants 8+2'S Large,Rp 76.900,Rp72.500,"PLU :
20105502"
557, Kesehatan & Kecantikan   Perawatan Pria   Peralatan Cukur , Gillette Guard 3 Cartridge 2'S,Rp 30.500,Rp25.900,"CARA PENGGUNAAN :
Gunakan air dan shaving gel/foam untuk mendapatkan hasil cukuran terbaik.

PLU :
20105336"
558, Kesehatan & Kecantikan   Perawatan Pria   Peralatan Cukur , Gillette Guard 3 Razor + Cartridge 1'S,Rp 45.700,Rp34.500,"CARA PENGGUNAAN :
Gunakan air dan shaving gel/foam untuk mendapatkan hasil cukuran terbaik.

PLU :
20105337"
559, Kesehatan & Kecantikan   Kosmetik   Wajah , Derma Angel Acne Care Intensive Gel 10G,Rp 84.900,Rp72.165,"PLU :
20105220"
560, Kesehatan & Kecantikan   Kosmetik   Wajah , Cosrx Acne Pimple Master Patch,,Rp46.500,"PLU :
20105217"
561, Kesehatan & Kecantikan   Kosmetik   Wajah , Cosrx Clear Fit Master Patch,,Rp46.500,"PLU :
20105218"
562, Ibu & Anak   Mainan & Hobi , Pokemon Booster Pack Game Kartu Set B Series 5,,Rp20.000,"PLU :
20105094"
563, Ibu & Anak   Mainan & Hobi , Pokemon Booster Pack Game Kartu Set A Series 5,,Rp20.000,"PLU :
20105093"
564, Ibu & Anak   Mainan & Hobi , Pokemon Starter Deck Game Kartu Series 5,,Rp80.000,"PLU :
20105092"
565, Kesehatan & Kecantikan   Kosmetik   Wajah , Derma Angel Acne Patch Day 12's,Rp 38.500,Rp32.725,"PLU :
20105058"
566, Kesehatan & Kecantikan   Kosmetik   Wajah , Derma Angel Acne Patch Night 12's,Rp 40.900,Rp34.765,"PLU :
20105057"
567, Kesehatan & Kecantikan   Kosmetik   Wajah , Derma Angel Acne Patch Mix 18's,Rp 55.500,Rp47.175,"PLU :
20105056"
568, Makanan   Western Food   Cooking Oil , Filippo Berio Olive Oil 250Ml,Rp 46.000,Rp36.500,"PLU :
20103309"
569, Makanan   Western Food   Cooking Oil , Filippo Berio Olive Oil Extra Virgin 250Ml,Rp 49.000,Rp38.500,"PLU :
20103308"
570, Makanan   Western Food   Cooking Oil , Filippo Berio Olive Oil Extra Light 250Ml,Rp 47.500,Rp38.000,"PLU :
20103310"
571, Kesehatan & Kecantikan   Kesehatan   Masker   Masker Sekali Pakai , Fit-U-Mask Masker Anak 5'S,Rp 9.900,Rp6.400,"PLU :
20104842"
572, Kesehatan & Kecantikan   Kosmetik   Wajah   Masker , Mediheal Ampoule Mask Ex. I.P.I Lightmax 27mL,Rp 26.900,Rp20.175,"PLU :
20104526"
573, Kesehatan & Kecantikan   Kesehatan   Suplemen Makanan Dan Vitamin   Vitamin Dewasa , Joss C-1000 Suplemen Kesehatan 6'S,,Rp9.500,"PLU :
20104485"
574, Kesehatan & Kecantikan   Kesehatan   Masker   Masker Sekali Pakai , Fit-U-Mask Masker Surgical Hijab 5'S 3Ply,Rp 10.900,Rp7.400,"PLU :
20104447"
575, Kesehatan & Kecantikan   Kesehatan   Masker   Masker Sekali Pakai , Fit-U-Mask Masker Surgical Multifungsi 5'S 3Ply,Rp 10.900,Rp7.400,"PLU :
20104448"
576, Minuman   Minuman Tradisional , Bejo Wedang Susu Jahe Merah 5X10.5G,,Rp12.200,"PLU :
20104326"
577, Makanan   Makanan Instan   Mie Instan , Sedaap Mie Instant Korean Spicy Soup 75G,,Rp4.700,"PLU :
20104278"
578, Kesehatan & Kecantikan   Kesehatan   Obat Luar , Cap Lang Plester Penurun Demam Bayi Kool Fever,Rp 8.000,Rp4.600,"PLU :
20044054"
579, Kesehatan & Kecantikan   Kosmetik   Bibir , Vaseline Lip Therapy Rosy Lips 4.8G,Rp 27.900,Rp23.715,"PLU :
20104271"
580, Kesehatan & Kecantikan   Kesehatan   Antiseptik & Sanitasi   Hand Wash , Fresh A Hand Soap Anti Bacterial 250Ml,Rp 15.100,Rp11.600,"PLU :
20104149"
581, Ibu & Anak   Perlengkapan Anak , Eskulin Kids Hand Sanitizer Spray Tsu-Tsum 50Ml,Rp 18.700,Rp13.700,"CARA PENGGUNAAN :
Semprotkan dan usapkan secara merata pada bagian tangan, biarkan mengering secara alami.

JENIS :
TSU-TSUM

MERK :
ESKULIN KIDS

NAMA :
HAND SANITIZER SPRAY

PLU :
20104111"
582, Home & Living   Deterjen dan Pembersih   Pembersih Lantai & Toilet , Wing's Supersol Karbol Wangi Sereh 800Ml,Rp 17.600,Rp14.900,"CARA PENGGUNAAN :
- Siram langsung kesumber bau, tanpa dicampur dengan air untuk menghilangkan bau pada got, bak sampah dan WC.

PLU :
20104030"
583," Makanan   Bahan Masakan   Bumbu Masak   Bahan kue, Puding & Agar Agar ", Koepoe Koepoe Baking Powder Btl 45G,Rp 6.900,Rp5.900,"PLU :
10002893"
584," Makanan   Bahan Masakan   Bumbu Masak   Bahan kue, Puding & Agar Agar ", Koepoe Koepoe Soda Kue Btl 81G,Rp 5.100,Rp4.100,"PLU :
10002894"
585, Makanan   Cemilan & Biskuit   Cemilan Lokal , Jetz Snack Stick Chocofiesta 65G,,Rp6.100,"OTHER DETAILS :
JetZ Snack Rasa Cokelat Choco Fiesta pck 65g

PLU :
20103852"
586, Makanan   Makanan Instan   Mie Instan , Kobe Mie Goreng Boncabe Level 15 105G,Rp 4.900,Rp3.900,"PLU :
20103679"
587, Makanan   Cemilan & Biskuit   Biskuit , Tropicana Slim Hokaido Cheese Cookies 100G,Rp 24.000,Rp18.000,"PLU :
20103776"
588, Kesehatan & Kecantikan   Kosmetik   Wajah   Pembersih , Cosrx Good Morning Gel Cleanser Low PH 150mL,Rp 144.900,Rp108.675,"PLU :
20103747"
589, Kesehatan & Kecantikan   Kosmetik   Wajah   Serum , Cosrx Clarifying Treatmen Toner AHA/BHA 150mL,Rp 189.900,Rp142.425,"PLU :
20103748"
590, Ibu & Anak   Popok Bayi   Size XXL , Sweety Silver Pants Baby 18'S Xxl,Rp 58.900,Rp54.900,"PLU :
20103709"
591, Kesehatan & Kecantikan   Perawatan Rambut   Pewarna Rambut , Garnier Hair Color Naturals 7.3 Golden Brown,Rp 14.200,Rp11.700,"PLU :
20103647"
592, Home & Living   Deterjen dan Pembersih   Pembersih Lantai & Toilet , Harpic Pembersih Kamar Mandi Lime 400Ml,Rp 16.400,Rp11.000,"PLU :
20102164"
593, Makanan   Makanan Instan , Tok-Poki Korean Street Food K-Bunsik 140G,Rp 36.000,Rp34.400,"PLU :
20103606"
594, Kesehatan & Kecantikan   Perawatan Badan   Tangan   Hand Sanitizer , Do Re Mi Hand Sanitizer 50Ml,Rp 11.000,Rp8.800,"PLU :
20103458"
595, Kesehatan & Kecantikan   Perawatan Badan   Tangan   Hand Sanitizer , Aiken Hand Sanitizer 200Ml,Rp 30.900,Rp25.900,"PLU :
20103454"
596, Kesehatan & Kecantikan   Kesehatan   Antiseptik & Sanitasi   Hand Wash , Sleek Foamy Hand Wash Refreshing 250mL,Rp 30.500,Rp25.500,"PLU :
20103315"
597, Kesehatan & Kecantikan   Kesehatan   Antiseptik & Sanitasi   Hand Wash , Sleek Foamy Hand Wash Caring 250mL,Rp 30.500,Rp25.500,"PLU :
20103316"
598, Kesehatan & Kecantikan   Kesehatan   Antiseptik & Sanitasi   Hand Wash , Sleek Foamy Hand Wash Soothing 250mL,Rp 30.500,Rp25.500,"PLU :
20103314"
599, Ibu & Anak   Perlengkapan Anak , Do Re Mi Shampoo & Conditioner Hijab Nussa Rara 180Ml,Rp 17.700,Rp14.160,"JENIS :
NUSSA RARA

MERK :
DO RE MI

NAMA :
SHAMPOO & CONDITIONER HIJAB

PLU :
20103306"
600, Kesehatan & Kecantikan   Kesehatan   Antiseptik & Sanitasi   Hand Wash , Sleek Foamy Hand Wash Soothing 250mL,Rp 30.500,Rp25.500,"PLU :
20103314"
601, Ibu & Anak   Perlengkapan Anak , Do Re Mi Shampoo & Conditioner Hijab Nussa Rara 180Ml,Rp 17.700,Rp14.160,"JENIS :
NUSSA RARA

MERK :
DO RE MI

NAMA :
SHAMPOO & CONDITIONER HIJAB

PLU :
20103306"
602, Ibu & Anak   Perlengkapan Anak , My Baby Kids Shampoo & Conditioner Healthy & Fresh 180Ml,Rp 15.500,Rp12.900,"JENIS :
HEALTHY & FRESH

MERK :
MY BABY

NAMA :
KIDS SHAMPOO & CONDITIONER

PLU :
20103266"
603, Kesehatan & Kecantikan   Kesehatan   Masker   Masker Sekali Pakai , Unicharm Protect Pollution 3D Mask 2'S,Rp 11.900,Rp8.900,"MERK :
UNICHARM

NAMA :
PROTECT POLLUTION 3D MASK 2'S

PLU :
20103270"
604, Kesehatan & Kecantikan   Perawatan Badan   Badan   Lotion , Marina Hand Body Lotion Uv White E Collagen Asta 185Ml,,Rp9.500,"PLU :
20103168"
605, Makanan   Makanan Instan   Mie Instan , Sukses's Mi Instan Kuah Isi 2 Soto Mie 111G,,Rp3.200,"PLU :
20101861"
606, Kesehatan & Kecantikan   Kosmetik   Wajah   Serum , Garnier Light Complete Booster Serum Vitamin C 7.5Ml,,Rp21.200,"PLU :
20102837"
607, Minuman   Kopi   Kopi Instant , Abc Coffee Drink Milk Coffee 200Ml,,Rp3.000,"PLU :
20102790"
608, Ibu & Anak   Mainan & Hobi , Jurassic World Snap Squad,Rp 69.900,Rp59.900,"MERK :
JURASSIC WORLD

NAMA :
SNAP SQUAD

PLU :
20102474"
609, Kesehatan & Kecantikan   Kesehatan   Obat Luar , Salonpas Jet Spray 60Ml,Rp 48.900,Rp24.400,"CARA PENGGUNAAN :
Kocok kaleng sebelum digunakan. Semprotkan pada pada area yang sakit dengan jarak 10cm dari kulit selama tidak lebih dari 1 detik. Gunakan pada area yang sakit tidak lebih dari 3 atau 4 kali sehari.

PERHATIAN :
Hanya untuk pemakaian luar

PLU :
20102472"
610, Ibu & Anak   Makanan & Susu Bayi   Susu Balita , Morinaga Chil Kid Susu Platinum 3 Moricare Vanila 400G,Rp 142.500,Rp130.500,"PLU :
20060288"
611, Kesehatan & Kecantikan   Perawatan Badan   Badan   Sabun Cair , Mutouch Shower Cream Goat's Milk W/H-S Olive Oil & Honey 1000mL,Rp 81.200,Rp69.200,"CARA PENGGUNAAN :
Tuangkan MUTOUCH ke tangan atau sponge, lalu usapkan & pijat lembut ke seluruh tubuh dan rasakan bedanya setelah menggunakan shower gel Mutouch ini.

OTHER DETAILS :
Mengandung susu kambing untuk perawatan kulit

PLU :
20101820"
612, Kesehatan & Kecantikan   Kosmetik   Wajah   Bedak , Purbasari Alas Bedak Natural 35mL,Rp 10.500,Rp8.400,"CARA PENGGUNAAN :
Oleskan secara halus dan merata pada wajah dengan menggunakan ujung jari atau kuas alas bedak

PLU :
20070882"
613, Kesehatan & Kecantikan   Kosmetik   Wajah   Bedak , Purbasari Alas Bedak Kuning Langsat 35mL,Rp 10.500,Rp8.400,"CARA PENGGUNAAN :
Oleskan secara halus dan merata pada wajah dengan menggunakan ujung jari atau kuas alas bedak

PLU :
20070881"
614, Kesehatan & Kecantikan   Kosmetik   Mata   Eye Liner , Purbasari Intense Color Liquid Liner Jet Black 1mL,Rp 68.900,Rp55.120,"OTHER DETAILS :
Tahan lama & tidak mudah luntur.

PLU :
20101403"
615, Makanan   Bahan Masakan   Bumbu Masak   Mayonaise   Dressing & Mayonaise , Maestro Thousand Island Salad Dressing 100G,Rp 4.900,Rp3.400,"PLU :
20099766"
